List	HELCOM area	OSPAR area	Division	Class	Order	Genus	Species	SFLAG	STAGE	Author	AphiaID	AphiaID_link	Trophy	Geometric_shape	FORMULA	SizeClassNo	Nonvalid_SIZCL	Not_accepted_name	Unit	SizeRange	Length(l1)µm	Length(l2)µm	Width(w)µm	Height(h)µm	Diameter(d1)µm	Diameter(d2)µm	No_of_cells/counting_unit	Calculated_volume_µm3	Comment	Filament_length_of_cell(µm)	Calculated_Carbon_pg/counting_unit	Comment_on_Carbon_calculation	Corrections/Additions - NOT IMPORTED, NOT handled by ICES	Synonyms - NOT IMPORTED, NOT handled by ICES	WORMS Rank	"Comment_on_colony_form
 "" - "" indicates solitary life form, i.e. does nor form colonies  - NOT IMPORTED, NOT handled by ICES"										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira subarctica			(Otto Müller) E.Y.Haworth 1990	162903	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162903	AU	cylinder	?/4*d^2*h	4			cell	7-10x18-22				20	8,5		1	1134,325000			86,453903				Species	cells in long chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira tenella			(Nygaard) Simonsen, 1979	179360	https://www.marinespecies.org/aphia.php?p=taxdetails&id=179360	AU	cylinder	?/4*d^2*h	1			cell	5-8.5x3-5				4	6,75		1	143,066250			16,126241				Species	very short chains										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira			Thwaites 1848	148959	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148959	AU	cylinder	?/4*d^2*h	1			cell	6x10-15				12	6		1	339,120000			32,472004				Genus	cells in long straight, curved or even coiled chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira			Thwaites 1848	148959	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148959	AU	cylinder	?/4*d^2*h	2			cell	8x20-25				22	8,4		1	1218,571200			91,625757				Genus	cells in long straight, curved or even coiled chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	AULACOSEIRALES	Aulacoseira	Aulacoseira			Thwaites 1848	148959	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148959	AU	cylinder	?/4*d^2*h	3			cell	7x15-20				17,5	7		1	673,137500			56,621929				Genus	cells in long straight, curved or even coiled chains close together										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii			(Gregory) Hustedt 1957	148945	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148945	AU	cylinder	?/4*d^2*h	1			cell	 18-22 				22	20		1	6908,000000	6		374,202967				Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii			(Gregory) Hustedt 1957	148945	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148945	AU	cylinder	?/4*d^2*h	2			cell	 22-27				25	25		1	12265,625000	6		596,100959				Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii			(Gregory) Hustedt 1957	148945	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148945	AU	cylinder	?/4*d^2*h	3			cell	 28-32				28	30		1	19782,000000	6		878,350025				Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii			(Gregory) Hustedt 1957	148945	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148945	AU	cylinder	?/4*d^2*h	4			cell	 33-37				29	35		1	27887,125000	6		1160,419247				Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii			(Gregory) Hustedt 1957	148945	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148945	AU	cylinder	?/4*d^2*h	5			cell	 38-42				35	40		1	43960,000000	6		1678,464921				Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii			(Gregory) Hustedt 1957	148945	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148945	AU	cylinder	?/4*d^2*h	6			cell	 43-47				30	45		1	47688,750000	6		1793,031066				Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii			(Gregory) Hustedt 1957	148945	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148945	AU	cylinder	?/4*d^2*h	7			cell	 48-52				42	50		1	82425,000000	6		2794,578419				Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii f. normanii			(W. Gregory) Hustedt 1957	162766	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162766	AU	cylinder	?/4*d^2*h	1			cell	 22-27				25	25		1	12265,625000	6		596,100959				Forma	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii f. normanii			(W. Gregory) Hustedt 1957	162766	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162766	AU	cylinder	?/4*d^2*h	2			cell	 28-32				28	30		1	19782,000000	6		878,350025				Forma	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii f. normanii			(W. Gregory) Hustedt 1957	162766	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162766	AU	cylinder	?/4*d^2*h	3			cell	 33-37				29	35		1	27887,125000	6		1160,419247				Forma	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii f. normanii			(W. Gregory) Hustedt 1957	162766	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162766	AU	cylinder	?/4*d^2*h	4			cell	 38-42				35	40		1	43960,000000	6		1678,464921				Forma	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii f. normanii			(W. Gregory) Hustedt 1957	162766	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162766	AU	cylinder	?/4*d^2*h	5			cell	 43-47				30	45		1	47688,750000	6		1793,031066				Forma	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii f. normanii			(W. Gregory) Hustedt 1957	162766	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162766	AU	cylinder	?/4*d^2*h	6			cell	 48-52				42	50		1	82425,000000	6		2794,578419				Forma	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii f. subsalsus			(Juhlin-Dannfelt) Hustedt 1957	157433	http://www.marinespecies.org/aphia.php?p=taxdetails&id=157433	AU	cylinder	?/4*d^2*h	1			cell	 18-22 				22	20		1	6908,000000	6		374,202967				Forma	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii f. subsalsus			(Juhlin-Dannfelt) Hustedt 1957	157433	http://www.marinespecies.org/aphia.php?p=taxdetails&id=157433	AU	cylinder	?/4*d^2*h	2			cell	 22-27				25	25		1	12265,625000	6		596,100959				Forma	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii f. subsalsus			(Juhlin-Dannfelt) Hustedt 1957	157433	http://www.marinespecies.org/aphia.php?p=taxdetails&id=157433	AU	cylinder	?/4*d^2*h	3			cell	 28-32				28	30		1	19782,000000	6		878,350025				Forma	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii f. subsalsus			(Juhlin-Dannfelt) Hustedt 1957	157433	http://www.marinespecies.org/aphia.php?p=taxdetails&id=157433	AU	cylinder	?/4*d^2*h	4			cell	 33-37				26	35		1	25002,250000	6		1062,070956				Forma	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii f. subsalsus			(Juhlin-Dannfelt) Hustedt 1957	157433	http://www.marinespecies.org/aphia.php?p=taxdetails&id=157433	AU	cylinder	?/4*d^2*h	5			cell	 38-42				35	40		1	43960,000000	6		1678,464921				Forma	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus normanii f. subsalsus			(Juhlin-Dannfelt) Hustedt 1957	157433	http://www.marinespecies.org/aphia.php?p=taxdetails&id=157433	AU	cylinder	?/4*d^2*h	6			cell	 43-47				32	45		1	50868,000000	6		1889,379110				Forma	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius			Ehrenberg 1837	149164	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149164	AU	cylinder	?/4*d^2*h	1			cell	14-22				15	20		1	4710,000000	6		274,291559			Actinoptychus octonarius	Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius			Ehrenberg 1837	149164	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149164	AU	cylinder	?/4*d^2*h	2			cell	 22-27				23,75	25		1	11652,343750	6		571,812526			Actinoptychus octonarius	Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius			Ehrenberg 1837	149164	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149164	AU	cylinder	?/4*d^2*h	3			cell	 28-32				29	30		1	20488,500000	6		903,706136			Actinoptychus octonarius	Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius			Ehrenberg 1837	149164	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149164	AU	cylinder	?/4*d^2*h	4			cell	 33-37				33,25	35		1	31974,031250	6		1296,531806			Actinoptychus octonarius	Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius			Ehrenberg 1837	149164	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149164	AU	cylinder	?/4*d^2*h	5			cell	 38-42				38	40		1	47728,000000	6		1794,227803			Actinoptychus octonarius	Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius			Ehrenberg 1837	149164	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149164	AU	cylinder	?/4*d^2*h	6			cell	 43-50 				42,75	45		1	67956,468750	6		2389,635543			Actinoptychus octonarius	Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius			Ehrenberg 1837	149164	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149164	AU	cylinder	?/4*d^2*h	7			cell	 50-60 				35,75	55		1	84892,843750	6		2862,245855			Actinoptychus octonarius	Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius			Ehrenberg 1837	149164	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149164	AU	cylinder	?/4*d^2*h	8			cell	 60-70 				42,25	65		1	140127,406250	6		4297,567516			Actinoptychus octonarius	Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius			Ehrenberg 1837	149164	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149164	AU	cylinder	?/4*d^2*h	9			cell	 70-90 				52	80		1	261248,000000	6		7122,335870			Actinoptychus octonarius	Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius			Ehrenberg 1837	149164	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149164	AU	cylinder	?/4*d^2*h	10			cell	 90-110 				65	100		1	510250,000000	6		12257,573656			Actinoptychus octonarius	Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius			Ehrenberg 1837	149164	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149164	AU	cylinder	?/4*d^2*h	11			cell	 110-130 				65	120		1	734760,000000	6		16475,419926			Actinoptychus octonarius	Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius			Ehrenberg 1837	149164	http://www.marinespecies.org/aphia.php?p=taxdetails&id=149164	AU	cylinder	?/4*d^2*h	12			cell	 130-150 				91	140		1	1400126,000000	6		27792,910086			Actinoptychus octonarius	Species	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. octonarius			Ehrenberg 1837	162770	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162770	AU	cylinder	?/4*d^2*h	1			cell	 22-27				23,75	25		1	11652,343750	6		571,812526				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. octonarius			Ehrenberg 1837	162770	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162770	AU	cylinder	?/4*d^2*h	2			cell	 28-32				29	30		1	20488,500000	6		903,706136				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. octonarius			Ehrenberg 1837	162770	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162770	AU	cylinder	?/4*d^2*h	3			cell	 33-37				33,25	35		1	31974,031250	6		1296,531806				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. octonarius			Ehrenberg 1837	162770	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162770	AU	cylinder	?/4*d^2*h	4			cell	 38-42				38	40		1	47728,000000	6		1794,227803				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. octonarius			Ehrenberg 1837	162770	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162770	AU	cylinder	?/4*d^2*h	5			cell	 43-50 				42,75	45		1	67956,468750	6		2389,635543				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. octonarius			Ehrenberg 1837	162770	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162770	AU	cylinder	?/4*d^2*h	6			cell	 50-60 				35,75	55		1	84892,843750	6		2862,245855				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. octonarius			Ehrenberg 1837	162770	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162770	AU	cylinder	?/4*d^2*h	7			cell	 60-70 				42,25	65		1	140127,406250	6		4297,567516				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. octonarius			Ehrenberg 1837	162770	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162770	AU	cylinder	?/4*d^2*h	8			cell	 70-90 				52	80		1	261248,000000	6		7122,335870				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. octonarius			Ehrenberg 1837	162770	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162770	AU	cylinder	?/4*d^2*h	9			cell	 90-110 				65	100		1	510250,000000	6		12257,573656				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. octonarius			Ehrenberg 1837	162770	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162770	AU	cylinder	?/4*d^2*h	10			cell	 110-130 				65	120		1	734760,000000	6		16475,419926				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. octonarius			Ehrenberg 1837	162770	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162770	AU	cylinder	?/4*d^2*h	11			cell	 130-150 				91	140		1	1400126,000000	6		27792,910086				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. octonarius			Ehrenberg 1837	162770	http://www.marinespecies.org/aphia.php?p=taxdetails&id=162770	AU	cylinder	?/4*d^2*h	12			cell	14-22				15	20		1	4710,000000	6		274,291559				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. crassus			(W.Smith) Hendey 1954	160648	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160648	AU	cylinder	?/4*d^2*h	1			cell	 18-22 				25	20		1	7850,000000	6		415,079973				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. crassus			(W.Smith) Hendey 1954	160648	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160648	AU	cylinder	?/4*d^2*h	2			cell	 22-27				28	25		1	13737,500000	6		653,485020				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. crassus			(W.Smith) Hendey 1954	160648	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160648	AU	cylinder	?/4*d^2*h	3			cell	 28-32				32	30		1	22608,000000	6		978,811554				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. crassus			(W.Smith) Hendey 1954	160648	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160648	AU	cylinder	?/4*d^2*h	4			cell	 33-37				38	35		1	36541,750000	6		1444,822992				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. crassus			(W.Smith) Hendey 1954	160648	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160648	AU	cylinder	?/4*d^2*h	5			cell	 38-42				45	40		1	56520,000000	6		2057,919745				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. crassus			(W.Smith) Hendey 1954	160648	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160648	AU	cylinder	?/4*d^2*h	6			cell	 43-47				48	45		1	76302,000000	6		2624,998867				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. crassus			(W.Smith) Hendey 1954	160648	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160648	AU	cylinder	?/4*d^2*h	7			cell	 48-52 				50	50		1	98125,000000	6		3219,035750				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. tenellus			(Brébisson) Hendey 1954	160650	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160650	AU	cylinder	?/4*d^2*h	1			cell	 15-20				22,4	16,8		1	4962,908160	6		286,176902				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. tenellus			(Brébisson) Hendey 1954	160650	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160650	AU	cylinder	?/4*d^2*h	2			cell	 21-23				22	22		1	8358,680000	6		436,763323				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. tenellus			(Brébisson) Hendey 1954	160650	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160650	AU	cylinder	?/4*d^2*h	3			cell	 24-27				30	25		1	14718,750000	6		691,091913				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. tenellus			(Brébisson) Hendey 1954	160650	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160650	AU	cylinder	?/4*d^2*h	4			cell	 28-32				31	31		1	23385,935000	6		1006,038916				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus octonarius var. tenellus			(Brébisson) Hendey 1954	160650	http://www.marinespecies.org/aphia.php?p=taxdetails&id=160650	AU	cylinder	?/4*d^2*h	5			cell	 33-40				36	36		1	36624,960000	6		1447,490639				Variety	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus			Ehrenberg 1837	148944	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148944	AU	cylinder	?/4*d^2*h	1			cell	 18-22 				20	20		1	6280,000000	6		346,367998				Genus	 -										
PEG_BVOL2023	x		CHRYSOPHYTA (HETEROKONTOPHYTA)	Diatomophyceae (Bacillariophyceae)	COSCINODISCALES	Actinocyclus	Actinocyclus			Ehrenberg 1837	148944	http://www.marinespecies.org/aphia.php?p=taxdetails&id=148944	AU	cylinder	?/4*d^2*h	2			cell	 22-27				23,75	25		1	11652,343750	6		571,812526				Genus	 -										
