scientific_name	AphiaID	Match type	ScientificName	Authority	status	AphiaID_accepted	ScientificName_accepted	Authority_accepted	Kingdom	Phylum	Class	Order	Family	Genus	Subgenus	Species	Subspecies
Limnothrix planctonica	177507	exact	Limnothrix planctonica	(Woloszynska) Meffert, 1988	accepted	177507	Limnothrix planctonica	(Woloszynska) Meffert, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Limnothrix		planctonica	
Planktothrix prolifica	572062	exact	Planktothrix prolifica	(Gomont) Anagnostidis & Komárek, 1988	accepted	572062	Planktothrix prolifica	(Gomont) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix		prolifica	
Kamptonema formosum	837205	exact	Kamptonema formosum	(Bory ex Gomont) Strunecký, Komárek & J.Smarda, 2014	accepted	837205	Kamptonema formosum	(Bory ex Gomont) Strunecký, Komárek & J.Smarda, 2014	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Kamptonema		formosum	
Tychonema bornetii	177615	exact	Tychonema bornetii	(Zukal) Anagnostidis & Komárek, 1988	accepted	177615	Tychonema bornetii	(Zukal) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Tychonema		bornetii	
Tychonema bornetii var. intermedia																	
Planktothrix agardhii	146552	exact	Planktothrix agardhii	(Gomont) Anagnostidis & Komárek, 1988	accepted	146552	Planktothrix agardhii	(Gomont) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix		agardhii	
Arthrospira maxima	661163	exact	Arthrospira maxima	Setchell & N.L.Gardner, 1917	unaccepted	1327751	Limnospira maxima	(Setchell & N.L.Gardner) Nowicka-Krawczyk, Mühlsteinová & Hauer, 2019	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Arthrospira		maxima	
Microcystis cf. viridis	177400	exact	Microcystis viridis	(A.Braun) Lemmermann, 1903	accepted	177400	Microcystis viridis	(A.Braun) Lemmermann, 1903	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis		viridis	
Planktothrix rubescens var.	572064	exact	Planktothrix rubescens	(De Candolle ex Gomont) Anagnostidis & Komárek, 1988	accepted	572064	Planktothrix rubescens	(De Candolle ex Gomont) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix		rubescens	
Scytonema sp.	206253	exact	Scytonema	C.Agardh ex Bornet & Flahault, 1886	accepted	206253	Scytonema	C.Agardh ex Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Scytonemataceae	Scytonema			
Chroococcus cf. minutus	146567	exact	Chroococcus minutus	(Kützing) Nägeli, 1849	accepted	146567	Chroococcus minutus	(Kützing) Nägeli, 1849	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Chroococcus		minutus	
Anabaenopsis arnoldii	609458	exact	Anabaenopsis arnoldii	Aptekar, 1926	accepted	609458	Anabaenopsis arnoldii	Aptekar, 1926	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nodulariaceae	Anabaenopsis		arnoldii	
Arthrospira fusiformis	612090	exact	Arthrospira fusiformis	(Voronichin) Komárek & J.W.G.Lund, 1990	unaccepted	1327367	Limnospira fusiformis	(Voronichin) Nowicka-Krawczyk, Mühlsteinová & Hauer, 2019	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Arthrospira		fusiformis	
Dolichospermum flos-aquae	1637127	exact	Dolichospermum flos-aquae	(Bornet & Flahault) P.Wacklin, L.Hoffmann & Komárek, 2009	accepted	1637127	Dolichospermum flos-aquae	(Bornet & Flahault) P.Wacklin, L.Hoffmann & Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Dolichospermum		flos-aquae	
Synechococcus cf. rhodobaktron	614829	exact	Synechococcus rhodobaktron	Komárek & Anagnostidis, 1995	accepted	614829	Synechococcus rhodobaktron	Komárek & Anagnostidis, 1995	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus		rhodobaktron	
Pseudanabaena cf. brunnei																	
Aphanizomenon flos-aquae	248099	exact	Aphanizomenon flos-aquae	Ralfs ex Bornet & Flahault, 1886	accepted	248099	Aphanizomenon flos-aquae	Ralfs ex Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Aphanizomenon		flos-aquae	
Microcystis cf. aeruginosa	146558	exact	Microcystis aeruginosa	(Kützing) Kützing, 1846	accepted	146558	Microcystis aeruginosa	(Kützing) Kützing, 1846	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis		aeruginosa	
Pseudanabaena catenata	213742	exact	Pseudanabaena catenata	Lauterborn, 1915	accepted	213742	Pseudanabaena catenata	Lauterborn, 1915	Bacteria	Cyanobacteria	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena		catenata	
Dolichospermum danicum	625370	exact	Dolichospermum danicum	(Nygaard) P.Wacklin, L.Hoffmann & J.Komárek, 2009	accepted	625370	Dolichospermum danicum	(Nygaard) P.Wacklin, L.Hoffmann & J.Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Dolichospermum		danicum	
Oscillatoria curviceps	660923	exact	Oscillatoria curviceps	C.Agardh ex Gomont, 1892	accepted	660923	Oscillatoria curviceps	C.Agardh ex Gomont, 1892	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Oscillatoria		curviceps	
Planktothrix pseudagardhii	616561	phonetic	Planktothrix pseudoagardhii	Suda & Watanabe, 2002	accepted	616561	Planktothrix pseudoagardhii	Suda & Watanabe, 2002	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix		pseudoagardhii	
Unidentified trichal species																	
Merismopedia punctata	146577	exact	Merismopedia punctata	Meyen, 1839	unaccepted	627627	Merismopedia tranquilla	(Ehrenberg) Trevisan, 1845	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Merismopedia		punctata	
Spirulina subsalsa	660753	exact	Spirulina subsalsa	Oersted ex Gomont, 1892	accepted	660753	Spirulina subsalsa	Oersted ex Gomont, 1892	Bacteria	Cyanobacteria	Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina		subsalsa	
Phormidium cf. chalybea	156349	near_2	Phormidium chalybeum	(Mertens ex Gomont) Anagnostidis & Komárek, 1988	accepted	156349	Phormidium chalybeum	(Mertens ex Gomont) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium		chalybeum	
Microcystis viridis	177400	exact	Microcystis viridis	(A.Braun) Lemmermann, 1903	accepted	177400	Microcystis viridis	(A.Braun) Lemmermann, 1903	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis		viridis	
Dolichospermum cf. sigmoideum	625408	exact	Dolichospermum sigmoideum	(Nygaard) Wacklin, L.Hoffmann & Komárek, 2009	accepted	625408	Dolichospermum sigmoideum	(Nygaard) Wacklin, L.Hoffmann & Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Dolichospermum		sigmoideum	
Oscillatoria cf. major	665981	exact	Oscillatoria major	Vaucher ex Forti, 1907	accepted	665981	Oscillatoria major	Vaucher ex Forti, 1907	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Oscillatoria		major	
Kamptonema cf. formosum	837205	exact	Kamptonema formosum	(Bory ex Gomont) Strunecký, Komárek & J.Smarda, 2014	accepted	837205	Kamptonema formosum	(Bory ex Gomont) Strunecký, Komárek & J.Smarda, 2014	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Kamptonema		formosum	
Leptolyngbya sp.	146994	exact	Leptolyngbya	Anagnostidis & Komárek, 1988	accepted	146994	Leptolyngbya	Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya			
Synechococcus elongatus	610181	exact	Synechococcus elongatus	(Nägeli) Nägeli, 1849	accepted	610181	Synechococcus elongatus	(Nägeli) Nägeli, 1849	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus		elongatus	
Unidentified Microchaetaceae species																	
Trichormus variabilis	146661	exact	Trichormus variabilis	(Kützing ex Bornet & Flahault) Komárek & Anagnostidis, 1989	accepted	146661	Trichormus variabilis	(Kützing ex Bornet & Flahault) Komárek & Anagnostidis, 1989	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Trichormus		variabilis	
Merismopedia angularis	614944	exact	Merismopedia angularis	R.H.Thompson, 1939	accepted	614944	Merismopedia angularis	R.H.Thompson, 1939	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Merismopedia		angularis	
Synechococcus nidulans	614828	exact	Synechococcus nidulans	(Pringsheim) Komárek, 1970	accepted	614828	Synechococcus nidulans	(Pringsheim) Komárek, 1970	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus		nidulans	
Phormidium tergestinum	450777	exact	Phormidium tergestinum	(Rabenhorst ex Gomont) Anagnostidis & Komárek, 1988	accepted	450777	Phormidium tergestinum	(Rabenhorst ex Gomont) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium		tergestinum	
Kamptonema cf. animale	840972	exact	Kamptonema animale	(C.Agardh ex Gomont) Strunecký, Komárek & J.Smarda, 2014	accepted	840972	Kamptonema animale	(C.Agardh ex Gomont) Strunecký, Komárek & J.Smarda, 2014	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Kamptonema		animale	
Lyngbya sp.	146538	exact	Lyngbya	C.Agardh ex Gomont, 1892	accepted	146538	Lyngbya	C.Agardh ex Gomont, 1892	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Lyngbya			
Geitlerinema splendidum	577244	exact	Geitlerinema splendidum	(Greville ex Gomont) Anagnostidis, 1989	accepted	577244	Geitlerinema splendidum	(Greville ex Gomont) Anagnostidis, 1989	Bacteria	Cyanobacteria	Cyanophyceae	Geitlerinematales	Geitlerinemataceae	Geitlerinema		splendidum	
Oscillatoria sp.	146549	exact	Oscillatoria	Vaucher ex Gomont, 1892	accepted	146549	Oscillatoria	Vaucher ex Gomont, 1892	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Oscillatoria			
Cylindrospermopsis raciborskii	609461	exact	Cylindrospermopsis raciborskii	(Woloszynska) Seenayya & Subba Raju, 1972	unaccepted	1308940	Raphidiopsis raciborskii	(Wołoszyńska) Aguilera, Berrendero Gómez, Kaštovský, Echenique & Salerno, 2018	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Cylindrospermopsis		raciborskii	
Dolichospermum spiroides	625411	exact	Dolichospermum spiroides	(Klebhan) Wacklin, L.Hoffmann & Komárek, 2009	accepted	625411	Dolichospermum spiroides	(Klebhan) Wacklin, L.Hoffmann & Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Dolichospermum		spiroides	
Nodularia cf. harveyana	178477	exact	Nodularia harveyana	Thuret ex Bornet & Flahault, 1886	accepted	178477	Nodularia harveyana	Thuret ex Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nodulariaceae	Nodularia		harveyana	
Phormidium uncinatum	661044	exact	Phormidium uncinatum	Gomont ex Gomont, 1892	accepted	661044	Phormidium uncinatum	Gomont ex Gomont, 1892	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium		uncinatum	
Cyanobium sp.	573354	exact	Cyanobium	R.Rippka & G.Cohen-Bazire, 1983	accepted	573354	Cyanobium	R.Rippka & G.Cohen-Bazire, 1983	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Prochlorococcaceae	Cyanobium			
Anabaena sp.	146585	exact	Anabaena	Bory de Saint-Vincent ex Bornet & Flahault, 1886	accepted	146585	Anabaena	Bory de Saint-Vincent ex Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Anabaena			
Chroococcus turgidus	146566	exact	Chroococcus turgidus	(Kützing) Nägeli, 1849	accepted	146566	Chroococcus turgidus	(Kützing) Nägeli, 1849	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Chroococcus		turgidus	
Leptolyngbya cf. tenuis	177504	exact	Leptolyngbya tenuis	(Gomont) Anagnostidis & Komárek, 1988	accepted	177504	Leptolyngbya tenuis	(Gomont) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya		tenuis	
Snowella lacustris	146645	exact	Snowella lacustris	(Chodat) Komárek & Hindák, 1988	accepted	146645	Snowella lacustris	(Chodat) Komárek & Hindák, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Snowella		lacustris	
Cylindrospermum sp.	146640	exact	Cylindrospermum	Kützing ex Bornet & Flahault, 1886	accepted	146640	Cylindrospermum	Kützing ex Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Cylindrospermum			
Leptolyngbya tenuis	177504	exact	Leptolyngbya tenuis	(Gomont) Anagnostidis & Komárek, 1988	accepted	177504	Leptolyngbya tenuis	(Gomont) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Leptolyngbya		tenuis	
Unidentified chroococcal species																	
Spirulina major	660933	exact	Spirulina major	Kützing ex Gomont, 1892	accepted	660933	Spirulina major	Kützing ex Gomont, 1892	Bacteria	Cyanobacteria	Cyanophyceae	Spirulinales	Spirulinaceae	Spirulina		major	
Katagnymene accurata	627890	exact	Katagnymene accurata	Geitler, 1982	accepted	627890	Katagnymene accurata	Geitler, 1982	Bacteria	Cyanobacteria	Cyanophyceae	Gomontiellales	Gomontiellaceae	Katagnymene		accurata	
Cyanothece aeruginosa	578252	exact	Cyanothece aeruginosa	(Nägeli) Komárek, 1976	accepted	578252	Cyanothece aeruginosa	(Nägeli) Komárek, 1976	Bacteria	Cyanobacteria	Cyanophyceae	Gomontiellales	Cyanothecaceae	Cyanothece		aeruginosa	
Plectonema sp.	146622	exact	Plectonema	Thuret ex Gomont, 1892	accepted	146622	Plectonema	Thuret ex Gomont, 1892	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Plectonema			
Microcoleus cf. amoenus	840001	exact	Microcoleus amoenus	(Gomont) Strunecky, Komárek & J.R.Johansen, 2013	accepted	840001	Microcoleus amoenus	(Gomont) Strunecky, Komárek & J.R.Johansen, 2013	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Microcoleus		amoenus	
Tychonema bourrellyi	615642	exact	Tychonema bourrellyi	(J.W.G.Lund) Anagnostidis & Komárek, 1988	accepted	615642	Tychonema bourrellyi	(J.W.G.Lund) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Tychonema		bourrellyi	
Anabaena lemmermannii var. minor	1361865	match_quarantine	Anabaena lemmermannii var. minor	(Utermöhl) Komárková	accepted	1361865	Anabaena lemmermannii var. minor	(Utermöhl) Komárková	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Anabaena		lemmermannii	
Phormidium cf. subfuscum	609516	exact	Phormidium subfuscum	Kützing ex Gomont, 1892	accepted	609516	Phormidium subfuscum	Kützing ex Gomont, 1892	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium		subfuscum	
Komvophoron sp.	146658	exact	Komvophoron	Anagnostidis & Komárek, 1988	accepted	146658	Komvophoron	Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Gomontiellales	Gomontiellaceae	Komvophoron			
Pseudanabaena limnetica	177590	exact	Pseudanabaena limnetica	(Lemmermann) Komárek, 1974	accepted	177590	Pseudanabaena limnetica	(Lemmermann) Komárek, 1974	Bacteria	Cyanobacteria	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena		limnetica	
Microcystis cf. ichthyoblabe	177245	exact	Microcystis ichthyoblabe	(G.Kunze) Kützing, 1843	accepted	177245	Microcystis ichthyoblabe	(G.Kunze) Kützing, 1843	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis		ichthyoblabe	
Anabaena lemmermannii var. lemmermannii																	
Anabaena oscillarioides	239061	exact	Anabaena oscillarioides	Bory ex Bornet & Flahault, 1886	accepted	239061	Anabaena oscillarioides	Bory ex Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Anabaena		oscillarioides	
Nostoc kihlmani	628033	phonetic	Nostoc kihlmanii	Lemmermann, 1900	accepted	628033	Nostoc kihlmanii	Lemmermann, 1900	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nostoc		kihlmanii	
Rhabdogloea cf. linearis	177454	exact	Rhabdogloea linearis	(Geitler) Komárek, 1983	accepted	177454	Rhabdogloea linearis	(Geitler) Komárek, 1983	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcaceae	Rhabdogloea		linearis	
Phormidium cf. favosum	610167	exact	Phormidium favosum	Gomont, 1892	accepted	610167	Phormidium favosum	Gomont, 1892	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium		favosum	
Microcoleus amoenus	840001	exact	Microcoleus amoenus	(Gomont) Strunecky, Komárek & J.R.Johansen, 2013	accepted	840001	Microcoleus amoenus	(Gomont) Strunecky, Komárek & J.R.Johansen, 2013	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Microcoleus		amoenus	
Oscillatoria lutea var. contorta	675526	match_quarantine	Oscillatoria lutea var. contorta	A.F.Baker & H.C.Bold, 1970	accepted	675526	Oscillatoria lutea var. contorta	A.F.Baker & H.C.Bold, 1970	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Oscillatoria		lutea	
Planktothrix suspensa	578244	exact	Planktothrix suspensa	(Pringsheim) Anagnostidis & Komárek, 1988	accepted	578244	Planktothrix suspensa	(Pringsheim) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix		suspensa	
Cyanothece sp.	345462	exact	Cyanothece	Komárek, 1976	accepted	345462	Cyanothece	Komárek, 1976	Bacteria	Cyanobacteria	Cyanophyceae	Gomontiellales	Cyanothecaceae	Cyanothece			
Symploca sp.	178510	exact	Symploca	Kützing ex Gomont, 1892	accepted	178510	Symploca	Kützing ex Gomont, 1892	Bacteria	Cyanobacteria	Cyanophyceae	Coleofasciculales	Coleofasciculaceae	Symploca			
Anabaena subcylindrica	177650	exact	Anabaena subcylindrica	Borge, 1921	unaccepted	177649	Anabaena cylindrica	Lemmermann, 1896	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Anabaena		subcylindrica	
Kamptonema cf. okenii	837164	exact	Kamptonema okenii	(C.Agardh ex Gomont) Strunecký, Komárek & J.Smarda, 2014	accepted	837164	Kamptonema okenii	(C.Agardh ex Gomont) Strunecký, Komárek & J.Smarda, 2014	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Kamptonema		okenii	
Chroococcus cf. submarinus	609438	exact	Chroococcus submarinus	(Hansgirg) Kovácik, 1988	accepted	609438	Chroococcus submarinus	(Hansgirg) Kovácik, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Chroococcus		submarinus	
Chroococcus cf. dispersus	146569	exact	Chroococcus dispersus	(Keissler) Lemmermann, 1904	accepted	146569	Chroococcus dispersus	(Keissler) Lemmermann, 1904	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Chroococcus		dispersus	
Kamptonema laetevirens	840974	exact	Kamptonema laetevirens	(H.M.Crouan & P.L.Crouan ex Gomont) Strunecký, Komárek & J.Smarda, 2014	accepted	840974	Kamptonema laetevirens	(H.M.Crouan & P.L.Crouan ex Gomont) Strunecký, Komárek & J.Smarda, 2014	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Kamptonema		laetevirens	
Tapinothrix violacea	625826	exact	Tapinothrix violacea	Bohunická & J.R.Johansen, 2011	accepted	625826	Tapinothrix violacea	Bohunická & J.R.Johansen, 2011	Bacteria	Cyanobacteria	Cyanophyceae	Leptolyngbyales	Leptolyngbyaceae	Tapinothrix		violacea	
Calothrix sp. ?	146624	exact	Calothrix	C.Agardh ex Bornet & Flahault, 1886	accepted	146624	Calothrix	C.Agardh ex Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Rivulariaceae	Calothrix			
Anabaena torulosa	146714	exact	Anabaena torulosa	Lagerheim ex Bornet & Flahault, 1886	accepted	146714	Anabaena torulosa	Lagerheim ex Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Anabaena		torulosa	
Phormidium cf. breve	146702	exact	Phormidium breve	(Kützing ex Gomont) Anagnostidis & Komárek, 1988	accepted	146702	Phormidium breve	(Kützing ex Gomont) Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium		breve	
Tolypothrix sp. ?	147183	exact	Tolypothrix	Kützing ex Bornet & Flahault, 1886	accepted	147183	Tolypothrix	Kützing ex Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Tolypothrichaceae	Tolypothrix			
Chroococcidiopsis thermalis	615384	match_quarantine	Chroococcidiopsis thermalis	Geitler, 1933	accepted	615384	Chroococcidiopsis thermalis	Geitler, 1933	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcidiopsidales	Chroococcidiopsidaceae	Chroococcidiopsis		thermalis	
Chamaecalyx incrassatus	615340	exact	Chamaecalyx incrassatus	(Lemmermann) Komárek & Anagnostidis, 1986	accepted	615340	Chamaecalyx incrassatus	(Lemmermann) Komárek & Anagnostidis, 1986	Bacteria	Cyanobacteria	Cyanophyceae	Pleurocapsales	Hyellaceae	Chamaecalyx		incrassatus	
Cyanocystis violacea	178441	exact	Cyanocystis violacea	(P.Crouan & H.Crouan) Komárek & Anagnostidis, 1986	accepted	178441	Cyanocystis violacea	(P.Crouan & H.Crouan) Komárek & Anagnostidis, 1986	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Pleurocapsaceae	Cyanocystis		violacea	
Oscillatoria limosa	146554	exact	Oscillatoria limosa	C.Agardh ex Gomont, 1892	accepted	146554	Oscillatoria limosa	C.Agardh ex Gomont, 1892	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Oscillatoria		limosa	
Microcystis cf. botrys	578236	exact	Microcystis botrys	Teiling, 1942	accepted	578236	Microcystis botrys	Teiling, 1942	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis		botrys	
Dolichospermum cf. spiroides	625411	exact	Dolichospermum spiroides	(Klebhan) Wacklin, L.Hoffmann & Komárek, 2009	accepted	625411	Dolichospermum spiroides	(Klebhan) Wacklin, L.Hoffmann & Komárek, 2009	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Dolichospermum		spiroides	
Aphanizomenon cf. klebahnii	625385	exact	Aphanizomenon klebahnii	(Elenkin) Pechar & Kalina ex Komárek & Komárková, 2006	accepted	625385	Aphanizomenon klebahnii	(Elenkin) Pechar & Kalina ex Komárek & Komárková, 2006	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Aphanizomenonaceae	Aphanizomenon		klebahnii	
Jaaginema sp.	177499	exact	Jaaginema	Anagnostidis & Komárek, 1988	accepted	177499	Jaaginema	Anagnostidis & Komárek, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Synechococcales incertae sedis	Jaaginema			
Kamptonema cortianum	840973	exact	Kamptonema cortianum	(Meneghini ex Gomont) Strunecký, Komárek & J.Smarda, 2014	accepted	840973	Kamptonema cortianum	(Meneghini ex Gomont) Strunecký, Komárek & J.Smarda, 2014	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Microcoleaceae	Kamptonema		cortianum	
Anathece cf. clathrata	699619	exact	Anathece clathrata	(West & G.S.West) Komárek, Kastovsky & Jezberová, 2011	accepted	699619	Anathece clathrata	(West & G.S.West) Komárek, Kastovsky & Jezberová, 2011	Bacteria	Cyanobacteria	Cyanophyceae	Synechococcales	Prochlorococcaceae	Anathece		clathrata	
Nostoc commune	608248	exact	Nostoc commune	Vaucher ex Bornet & Flahault, 1888	accepted	608248	Nostoc commune	Vaucher ex Bornet & Flahault, 1888	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nostoc		commune	
Nostoc flagelliforme	700733	exact	Nostoc flagelliforme	Harvey ex Molinari-Novoa, Calvo-Pérez & Guiry, 2016	accepted	700733	Nostoc flagelliforme	Harvey ex Molinari-Novoa, Calvo-Pérez & Guiry, 2016	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nostoc		flagelliforme	
Nostoc sphaeroides	618666	exact	Nostoc sphaeroides	Kützing ex Bornet & Flahault, 1886	accepted	618666	Nostoc sphaeroides	Kützing ex Bornet & Flahault, 1886	Bacteria	Cyanobacteria	Cyanophyceae	Nostocales	Nostocaceae	Nostoc		sphaeroides	
Cyanosarcina sp.	571127	exact	Cyanosarcina	Kovácik, 1988	accepted	571127	Cyanosarcina	Kovácik, 1988	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Chroococcaceae	Cyanosarcina			
Aphanothece cf. elabens	609440	exact	Aphanothece elabens	(Meneghini) Elenkin, 1936	accepted	609440	Aphanothece elabens	(Meneghini) Elenkin, 1936	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Aphanothece		elabens	
Aphanocapsa cf. grevillei	162667	exact	Aphanocapsa grevillei	(Berkeley) Rabenhorst, 1865	accepted	162667	Aphanocapsa grevillei	(Berkeley) Rabenhorst, 1865	Bacteria	Cyanobacteria	Cyanophyceae	Chroococcales	Microcystaceae	Aphanocapsa		grevillei	
Oscillatoria cf. sancta	177518	exact	Oscillatoria sancta	Kützing ex Gomont, 1892	accepted	177518	Oscillatoria sancta	Kützing ex Gomont, 1892	Bacteria	Cyanobacteria	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Oscillatoria		sancta	
